Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
202,2,22,6,b,a,0,0,14,d,b,0,c,f,0,25,g,15,c,0,0,a,6,a,3,b,a,3,b,a,b,0,18,b
203,2,19,5,a,a,0,2,11,e,b,12,d,f,1,42,r,11,i,1,5,b,2,a,1,b,a,7,h,a,b,5,12,b
204,2,18,1,a,b,0,1,2,e,b,13,c,a,0,42,e,10,c,0,3,b,4,b,1,b,b,11,j,a,b,5,0,b
205,1,14,6,a,a,0,2,8,e,b,0,c,b,0,10,b,9,b,0,3,a,2,b,1,b,a,9,b,a,b,10,18,b
206,7,14,6,a,a,0,4,11,a,b,19,d,f,0,31,n,9,i,2,0,a,2,b,1,a,a,10,f,a,b,15,18,a
207,4,4,5,a,a,0,0,12,a,b,20,d,f,2,36,r,20,i,2,5,b,1,a,3,b,a,10,f,a,b,15,3,a
208,4,18,6,a,a,0,1,4,e,b,11,d,a,1,44,j,7,g,1,8,b,3,a,3,b,a,15,f,a,b,0,9,b
209,11,9,6,c,a,0,2,7,e,b,21,c,b,1,49,b,18,c,3,0,a,1,a,1,b,a,8,j,a,b,10,18,b
210,4,16,0,a,a,0,2,4,d,b,13,e,a,1,61,k,7,i,1,2,b,2,a,3,b,a,5,f,a,b,15,9,b
211,16,11,6,c,b,0,0,11,e,b,10,e,h,0,37,m,12,i,0,0,a,3,a,1,b,b,10,h,a,b,5,18,b
212,7,17,1,a,a,0,1,4,e,b,11,c,f,1,37,a,7,a,1,10,b,3,a,1,b,a,13,d,a,b,10,0,b
213,2,16,10,b,a,0,1,11,a,b,7,c,f,1,52,i,11,b,2,0,a,6,a,1,b,a,6,j,a,b,5,18,a
214,1,5,0,c,a,0,3,4,e,b,12,d,b,0,80,r,7,i,0,0,b,2,a,1,b,a,18,g,a,b,5,12,b
215,1,20,6,d,a,0,1,1,e,b,24,c,b,1,58,i,24,a,2,2,a,6,a,2,b,a,6,j,a,b,15,18,b
216,4,3,10,a,a,0,2,5,d,b,17,c,a,1,41,b,11,a,2,2,b,2,a,3,b,a,6,b,a,b,15,9,b
217,1,10,6,a,b,0,1,10,c,a,16,c,f,0,78,e,11,c,0,9,b,2,b,1,b,b,12,j,a,b,5,18,b
218,1,16,1,b,a,0,4,8,a,d,11,c,c,1,9,b,10,a,1,0,b,5,a,1,b,a,6,b,a,b,5,9,a
219,4,3,6,a,a,0,1,17,e,b,23,d,a,0,65,k,7,g,0,3,b,2,a,3,b,a,5,h,a,b,5,9,b
220,2,13,6,a,a,0,2,15,c,b,7,c,a,0,46,h,7,a,2,1,a,4,b,3,b,a,4,b,a,b,5,15,b
221,7,1,10,a,a,0,0,15,e,b,10,d,f,1,51,r,9,i,1,2,a,3,a,1,b,a,7,f,a,b,10,15,b
222,1,17,6,a,a,0,2,0,b,b,20,a,b,1,35,i,19,a,0,0,b,0,a,3,b,a,5,a,a,b,15,0,b
223,1,3,10,b,a,0,2,7,a,b,16,a,f,2,27,b,12,a,2,0,a,4,a,1,b,a,11,b,a,b,10,18,a
224,1,18,6,a,a,0,1,5,e,d,18,d,g,1,97,k,4,g,1,9,a,3,a,3,b,a,15,f,a,b,5,15,b
225,2,19,0,b,b,1,1,9,e,b,3,c,f,3,77,i,12,c,3,0,a,5,a,1,b,b,8,j,a,b,5,9,b
226,1,0,1,b,a,0,0,14,e,b,3,c,a,1,15,i,8,b,1,0,b,5,a,3,c,a,2,b,a,b,5,9,b
227,1,5,1,c,b,0,3,1,e,b,12,d,b,1,79,k,7,i,1,0,a,2,b,3,b,b,14,h,a,b,10,0,b
228,12,14,0,b,a,0,1,6,e,b,11,d,f,0,97,m,7,f,0,2,a,3,a,1,b,a,12,h,b,b,15,0,b
229,1,12,6,a,a,0,0,15,e,d,4,d,a,1,20,n,3,g,1,0,b,2,a,3,b,a,1,h,a,b,10,18,b
230,3,16,5,a,a,0,6,8,e,b,18,d,h,1,86,r,10,g,1,4,b,5,a,1,d,a,14,f,a,b,15,15,b
231,1,15,6,a,a,0,0,13,d,b,8,c,f,1,20,i,16,c,1,1,b,4,a,3,b,a,6,b,a,b,10,9,a
232,1,21,1,b,a,0,5,11,a,b,13,d,h,1,71,q,17,f,1,0,b,0,b,1,b,a,2,f,a,b,10,18,a
233,1,5,6,b,a,0,3,18,a,b,12,d,c,0,39,n,24,f,0,0,a,2,b,1,b,a,6,h,a,b,0,18,a
234,7,14,0,a,a,1,2,10,e,b,15,d,h,1,42,k,17,g,1,1,a,5,a,1,b,a,2,h,a,b,10,18,b
235,7,13,5,a,a,0,1,4,e,b,16,d,a,0,42,r,10,g,0,0,b,5,b,3,b,a,5,f,a,b,5,9,b
236,13,22,5,d,a,0,3,1,e,b,23,c,f,0,56,c,19,a,2,0,a,2,b,2,b,a,12,e,a,b,5,18,b
237,1,22,10,b,a,0,5,9,a,b,17,c,f,1,20,d,10,c,3,0,b,6,b,1,b,a,5,j,a,b,5,9,a
238,5,12,6,b,a,0,1,10,e,b,16,c,f,1,49,i,7,a,1,0,b,5,a,1,b,a,1,b,a,b,5,18,b
239,14,7,1,a,a,0,1,9,e,b,16,d,d,0,53,r,16,i,0,3,a,5,b,1,b,a,14,h,a,c,0,6,b
240,5,8,10,a,a,0,6,1,e,b,23,a,b,1,54,c,16,a,2,1,b,4,a,2,b,a,14,a,f,d,5,9,b
241,1,17,1,b,a,0,3,7,d,b,16,c,h,0,30,b,15,f,0,0,b,6,b,1,b,a,2,b,a,b,10,15,b
242,3,22,5,a,b,0,3,7,d,a,2,c,f,2,97,a,16,b,2,5,a,6,b,2,b,b,16,j,a,b,0,9,b
243,1,8,6,b,a,0,5,17,a,b,6,d,a,1,30,r,7,f,1,0,b,2,a,1,b,a,7,f,a,b,15,3,a
244,1,11,1,b,b,0,4,17,e,b,7,d,f,1,44,r,9,f,1,1,b,6,b,1,b,b,2,h,a,b,5,18,b
245,1,17,6,b,a,0,3,18,a,b,4,c,a,1,46,e,16,f,3,0,a,5,b,1,b,a,5,b,a,b,15,18,a
246,1,23,0,a,b,0,4,10,e,d,9,c,f,0,82,i,22,c,0,2,a,3,a,1,b,b,11,j,a,b,15,9,b
247,4,21,6,b,a,0,0,9,e,b,11,c,f,2,80,d,22,f,2,0,b,0,a,3,b,a,12,b,a,b,15,12,a
248,4,17,6,a,a,0,1,3,e,b,4,c,a,1,81,i,7,a,1,4,a,2,a,1,d,a,12,b,a,b,15,15,b
249,2,23,0,a,a,0,1,11,e,b,8,d,f,1,59,k,14,i,1,4,a,0,a,3,d,a,7,f,a,b,15,15,b
250,1,17,1,c,b,0,3,13,e,b,10,d,f,0,79,k,20,i,0,0,b,2,a,1,b,b,9,f,a,b,10,18,b
251,4,20,1,a,a,0,0,11,d,b,16,d,a,0,33,l,15,g,2,1,b,1,a,3,b,a,6,h,c,b,15,18,b
252,4,9,10,a,a,0,0,18,e,b,0,c,f,1,46,i,9,c,1,2,b,0,a,1,b,a,6,b,a,b,10,15,b
253,11,20,6,a,a,0,2,14,e,b,19,c,f,0,14,i,7,c,0,11,b,0,a,3,b,a,17,d,a,b,10,15,b
254,4,10,6,a,a,0,1,18,a,b,13,c,f,1,27,d,7,b,3,0,a,4,a,1,b,a,5,b,a,b,0,12,a
255,4,13,1,b,a,0,5,6,a,d,23,c,f,1,52,i,7,a,1,0,a,4,b,1,b,a,6,b,b,b,10,15,a
256,3,17,5,c,b,0,2,12,e,b,0,d,f,1,88,r,10,i,1,2,a,6,a,1,b,b,13,f,a,b,10,18,b
257,1,15,1,c,b,0,4,4,e,b,6,d,a,1,92,j,5,i,1,0,a,2,a,1,b,b,7,h,a,b,5,12,b
258,4,9,6,a,b,0,6,13,a,b,16,a,h,2,70,b,13,c,2,7,b,3,a,3,b,a,13,b,a,b,5,12,a
259,1,16,10,c,a,0,2,7,e,b,3,d,f,1,48,k,16,i,1,0,b,5,b,1,b,a,14,h,a,b,15,3,b
260,1,2,0,c,a,0,0,1,e,b,22,d,b,1,49,n,9,i,1,6,a,6,a,1,b,a,13,h,f,b,10,18,b
261,8,7,1,c,a,0,4,10,e,d,14,d,f,2,49,k,4,i,2,0,a,5,a,1,b,a,6,f,a,b,5,0,b
262,4,16,0,a,a,0,3,15,e,b,7,c,a,0,44,d,11,c,1,4,a,3,a,1,b,a,14,b,a,b,10,15,b
263,2,21,6,a,a,0,8,13,c,b,4,c,f,0,80,i,15,c,0,2,a,3,a,1,b,a,14,j,b,b,15,18,b
264,1,14,1,a,a,0,1,5,e,b,17,c,a,2,48,i,8,a,2,4,b,4,b,1,b,a,4,b,a,b,5,6,b
265,1,22,6,b,a,0,1,2,e,b,13,d,g,0,59,r,21,f,0,0,b,3,b,1,b,a,7,f,a,d,15,12,b
266,3,22,1,b,b,0,1,9,e,b,1,c,f,2,53,i,12,c,2,0,a,5,b,1,b,b,7,b,a,b,10,15,b
267,2,5,1,a,b,0,3,17,e,b,16,a,a,1,76,i,12,c,1,3,a,0,b,1,b,b,14,b,a,b,5,18,b
268,2,17,6,a,a,0,0,13,d,b,4,c,f,1,99,i,12,b,1,10,a,2,b,1,b,a,16,b,a,b,15,3,b
269,2,10,6,b,a,0,7,8,a,b,9,a,a,1,39,a,13,c,1,0,b,3,b,1,b,a,1,b,a,b,5,12,a
270,10,19,1,a,a,0,2,10,c,b,16,c,f,0,33,e,18,f,1,5,b,4,a,1,b,a,10,d,a,b,10,15,b
271,2,13,10,c,b,0,4,4,d,b,5,e,a,1,68,r,9,i,4,0,b,0,a,1,b,b,7,f,a,a,10,18,b
272,1,17,10,b,a,0,1,14,a,b,3,c,c,1,23,b,9,b,1,0,b,2,b,1,b,a,3,b,a,b,15,15,a
273,5,3,6,b,a,0,2,18,a,b,1,c,f,0,35,b,10,b,0,0,b,6,b,3,b,a,1,b,a,b,5,18,a
274,1,17,1,a,a,0,2,2,a,b,8,c,f,1,51,e,13,f,2,1,a,2,a,1,b,a,10,j,a,b,10,6,a
275,7,11,10,b,a,0,1,13,e,b,11,c,e,0,25,i,16,b,0,0,a,6,b,1,b,a,1,j,a,b,10,12,a
276,3,17,1,b,a,0,4,8,e,d,6,d,h,0,51,k,11,f,0,0,b,6,a,1,a,a,12,f,a,b,15,0,b
277,6,14,6,b,a,0,1,6,e,b,11,c,a,0,52,b,7,a,0,0,a,6,a,3,b,a,4,b,a,b,15,0,b
278,2,8,10,a,a,0,0,16,c,b,0,e,a,0,51,r,9,g,0,1,a,3,a,1,b,a,11,f,a,b,0,12,b
279,3,20,6,a,a,0,2,14,e,b,16,c,a,1,75,d,19,c,1,3,a,6,a,1,b,a,10,b,a,b,10,9,b
280,4,5,6,a,a,0,1,0,d,b,20,c,b,1,20,b,11,a,2,0,a,5,a,1,b,a,6,b,f,b,15,0,a
281,2,1,1,a,a,0,1,4,e,b,12,d,b,1,91,r,5,i,3,8,a,2,a,3,b,a,18,f,c,b,5,3,b
282,5,4,0,a,a,0,5,0,d,b,20,c,f,1,35,b,14,a,4,6,b,2,a,3,b,a,4,b,f,b,15,0,b
283,7,0,1,a,a,0,0,8,e,b,18,c,f,1,64,i,13,c,2,0,b,4,a,1,b,a,5,b,a,b,10,15,b
284,3,18,6,a,a,0,2,14,e,b,17,c,a,1,33,g,13,c,1,1,b,5,b,1,b,a,3,b,a,b,0,18,b
285,1,22,0,b,a,0,3,12,e,b,8,d,f,0,73,n,6,f,2,0,b,6,a,1,b,a,5,h,f,b,0,9,b
286,13,23,6,a,b,1,4,8,e,b,17,d,f,1,98,r,14,i,1,7,b,2,a,1,b,b,15,h,a,b,5,12,a
287,1,3,6,c,b,0,2,1,e,b,2,e,b,1,95,l,9,i,1,0,a,6,a,2,b,b,8,f,f,b,5,18,b
288,5,17,6,a,b,0,1,17,e,b,2,e,a,2,67,k,17,g,2,1,a,5,a,3,b,b,6,f,a,b,10,3,b
289,1,18,6,d,a,0,2,1,e,b,24,c,b,1,59,a,18,a,1,11,b,6,a,2,b,a,14,e,a,b,10,9,b
290,1,12,1,d,b,0,1,3,c,b,0,c,e,0,67,a,8,a,0,4,a,5,a,1,b,b,13,b,a,b,5,18,b
291,1,12,6,a,a,0,7,2,a,b,20,d,e,1,87,k,16,i,1,6,b,5,a,1,b,a,12,h,f,c,5,15,a
292,9,14,0,a,a,0,3,6,a,b,22,d,g,1,51,p,7,g,2,0,b,1,a,0,b,a,12,f,a,b,15,9,a
293,5,17,6,b,a,0,3,6,a,b,12,a,a,1,68,b,11,a,1,0,a,0,a,1,b,a,4,b,a,b,5,18,a
294,2,12,1,a,a,0,3,3,d,b,17,d,f,1,99,n,7,i,1,4,a,6,b,1,b,a,14,h,a,d,0,12,b
295,4,4,6,c,b,0,2,4,e,b,15,e,b,1,66,k,9,i,1,0,a,2,a,1,b,b,16,h,f,b,5,9,a
296,1,4,1,c,b,0,2,15,e,b,12,d,a,1,74,m,8,i,1,0,a,4,a,3,b,b,11,f,a,b,15,18,b
297,1,11,1,a,b,1,2,13,e,b,15,c,f,4,72,i,11,c,6,1,a,5,b,2,b,b,10,b,a,b,15,15,b
298,4,11,6,b,a,0,2,1,e,b,24,d,b,0,61,j,17,f,1,0,b,6,b,1,b,a,14,f,f,b,10,0,b
299,5,16,5,c,b,0,2,4,e,b,17,d,a,1,77,p,8,i,1,0,b,4,a,1,b,b,12,f,a,b,10,12,b
300,1,16,10,a,b,0,0,16,e,b,16,d,a,1,98,k,8,i,1,11,a,5,b,1,b,b,20,h,a,b,15,15,b
301,10,17,6,b,a,0,0,6,c,b,15,d,a,1,39,k,8,f,4,0,b,6,b,2,b,a,4,f,a,b,0,6,a
302,6,17,10,a,a,0,4,4,e,b,15,d,b,1,95,j,8,i,1,5,b,6,b,1,b,a,5,f,a,b,10,15,b
303,8,11,10,a,a,0,3,15,c,b,0,c,f,1,20,i,6,a,2,1,b,2,a,1,b,a,10,b,a,b,10,18,b
304,1,18,5,a,a,0,1,1,e,b,23,d,b,1,55,k,15,i,2,0,a,4,a,2,b,a,20,h,a,b,15,18,b
305,5,13,5,b,a,0,2,6,a,b,7,d,f,1,14,k,6,f,6,0,b,6,b,1,b,a,7,h,a,b,10,12,a
306,4,22,10,a,a,0,0,11,e,b,6,c,a,1,30,i,36,f,1,2,a,5,b,2,b,a,15,j,a,b,5,15,b
307,4,17,1,a,a,0,5,6,e,b,13,c,a,3,85,h,8,a,4,6,b,3,a,1,b,a,12,b,a,b,5,15,b
308,2,17,10,a,a,0,1,3,c,b,3,d,f,0,72,r,7,i,0,6,a,0,a,3,b,a,15,f,a,b,15,15,b
309,14,18,6,a,a,0,4,13,c,b,15,d,b,0,15,k,12,i,0,9,b,6,a,1,a,a,14,h,a,b,15,12,b
310,13,22,0,b,a,0,3,11,e,b,20,d,f,1,5,o,9,f,1,1,a,1,a,1,b,a,5,h,a,b,10,6,b
311,1,8,6,a,a,0,5,2,c,b,8,c,f,1,42,b,12,f,3,4,a,2,a,3,b,a,10,b,a,b,10,12,b
312,1,8,5,a,b,0,5,15,e,b,14,c,f,1,34,b,9,a,1,3,a,6,a,3,b,b,8,b,a,b,0,6,b
313,1,17,1,a,b,0,2,2,e,b,2,d,b,1,86,r,10,i,1,1,b,5,a,1,b,b,12,f,a,b,5,3,b
314,4,17,6,a,a,0,1,7,e,b,20,c,a,1,30,e,15,f,1,1,a,4,a,2,b,a,8,b,a,b,5,15,b
315,1,20,0,a,a,0,1,11,e,b,9,d,a,0,71,m,8,g,0,0,a,2,a,1,b,a,14,f,e,b,15,18,b
316,22,14,10,b,b,0,6,2,e,b,0,d,f,0,93,p,10,f,0,10,a,2,a,1,b,b,9,f,b,c,10,15,b
317,4,21,10,a,a,0,1,8,e,b,0,d,f,1,47,r,11,i,1,1,b,3,b,3,b,a,6,f,a,b,10,18,b
318,2,16,10,a,a,0,1,10,c,b,17,c,d,1,94,a,23,f,1,9,b,2,b,3,b,a,16,j,a,c,15,12,b
319,4,6,6,a,a,0,4,1,e,b,24,c,b,1,31,i,9,a,1,1,a,6,a,4,b,a,15,b,f,b,0,18,b
320,7,21,1,a,b,0,6,8,e,b,8,d,f,0,66,j,13,i,0,10,a,2,a,1,b,a,21,h,a,b,10,6,b
321,7,10,5,a,a,0,6,17,a,b,16,c,f,2,34,i,9,b,2,5,b,6,b,1,b,a,11,b,a,c,5,15,a
322,13,11,1,a,b,1,1,11,e,b,11,c,f,1,48,e,12,c,1,0,a,6,a,1,c,b,4,j,a,b,15,9,b
323,4,15,5,a,a,0,2,6,c,b,8,a,a,2,87,i,10,a,2,7,b,6,a,1,d,a,15,b,a,b,10,15,b
324,4,6,10,a,a,0,2,0,c,b,21,c,b,1,42,i,14,a,1,1,b,4,a,1,b,a,12,e,a,b,5,0,b
325,1,7,10,a,b,0,5,3,e,b,5,d,f,0,84,r,5,i,0,3,a,2,b,1,b,b,11,h,a,b,15,15,b
326,1,5,10,a,a,0,3,12,e,b,18,d,f,0,82,n,13,i,0,9,b,5,a,1,b,a,20,f,a,b,5,6,b
327,2,17,5,c,a,0,2,12,e,b,19,c,f,0,90,i,16,f,0,0,a,5,b,1,b,a,4,d,a,b,10,18,b
328,1,14,10,a,a,0,2,5,d,b,21,d,a,1,23,n,7,i,1,1,a,5,a,3,b,a,9,f,a,b,10,9,b
329,1,4,6,b,a,0,0,5,e,b,10,c,a,1,45,b,10,b,1,0,b,6,a,3,b,a,2,b,a,b,15,12,b
330,2,12,10,a,a,0,0,5,e,b,0,d,a,1,19,k,7,g,1,1,b,3,a,3,b,a,7,g,a,b,15,9,b
331,4,14,1,a,a,0,4,14,c,b,4,c,a,1,37,i,16,c,1,4,a,5,b,2,b,a,12,b,a,b,15,18,b
332,1,6,6,a,a,0,0,11,c,b,19,c,a,0,44,d,16,f,0,0,a,4,b,3,b,a,2,a,e,b,10,18,b
333,1,5,6,a,a,0,3,6,e,b,8,d,a,1,92,r,7,i,1,3,a,6,b,3,b,a,10,h,a,b,5,6,b
334,1,16,6,c,b,0,2,5,e,b,19,d,a,0,75,j,10,i,0,2,a,3,a,1,b,b,10,f,a,b,10,9,b
335,13,19,1,a,a,0,3,12,e,c,15,d,f,2,7,k,9,i,2,3,b,4,a,1,b,a,12,f,a,b,5,9,b
336,1,13,10,b,a,0,4,13,a,b,16,d,f,0,71,r,9,f,0,0,b,4,a,1,b,a,5,f,a,b,10,15,a
337,3,8,1,b,b,0,0,2,e,b,5,c,b,0,82,i,7,b,0,0,b,4,b,1,b,b,6,j,a,b,10,15,b
338,5,20,10,a,a,0,2,11,d,c,1,d,f,1,74,k,19,i,2,1,b,2,b,1,b,a,8,h,a,b,5,18,b
339,3,11,10,a,b,0,2,5,e,b,3,c,f,0,75,a,11,a,0,0,a,5,a,1,c,b,14,a,a,b,10,18,b
340,3,18,5,a,a,0,4,8,e,b,0,c,h,1,47,d,9,b,1,5,a,6,a,1,b,a,15,j,a,b,10,9,b
341,10,9,0,a,a,0,6,2,c,b,19,d,c,1,89,j,15,i,3,2,a,3,a,1,b,a,6,k,a,b,10,18,b
342,12,22,6,a,a,0,3,10,a,b,16,d,f,1,57,k,16,i,3,2,a,1,a,2,b,a,4,f,a,b,5,12,a
343,4,8,6,a,a,0,5,17,e,b,19,c,h,1,32,b,9,f,1,1,a,2,a,1,a,a,5,b,a,b,15,15,b
344,1,1,1,a,b,0,0,6,e,d,17,d,a,1,9,r,7,i,1,1,a,5,b,3,b,b,6,g,a,b,5,9,b
345,4,12,6,b,a,0,2,12,d,b,16,d,f,1,86,r,9,f,1,0,a,2,b,2,b,a,13,f,a,b,5,9,b
346,2,16,10,a,a,0,1,6,e,b,6,d,a,0,84,r,9,g,0,10,a,3,b,1,b,a,13,h,a,b,15,18,b
347,4,14,1,a,a,0,1,1,e,b,21,c,g,1,44,i,14,a,4,4,a,3,a,3,b,a,5,a,f,b,5,12,b
348,4,6,6,a,b,0,2,10,e,b,6,d,f,0,98,r,13,i,0,11,a,4,a,1,b,b,13,f,a,b,15,18,b
349,8,20,0,b,a,0,2,1,e,b,21,c,f,1,45,a,21,a,4,10,b,1,a,2,b,a,8,j,a,b,10,15,b
350,1,9,6,a,a,0,2,5,e,b,23,d,a,1,66,p,8,g,1,6,a,3,a,3,b,a,15,g,a,b,15,9,b
351,1,16,1,a,a,0,0,16,c,b,0,f,a,0,88,r,6,i,0,0,a,3,b,1,b,a,10,f,a,b,0,18,b
352,4,17,10,a,a,0,0,6,e,b,15,c,f,1,79,i,8,a,1,1,a,2,b,3,b,a,3,b,a,b,15,6,b
353,1,6,10,b,a,0,4,8,a,b,6,d,a,0,29,r,9,f,1,0,a,6,a,1,b,a,7,f,a,b,5,6,a
354,1,5,1,c,a,0,3,7,e,c,7,c,a,3,82,b,13,f,3,0,b,2,a,1,b,a,12,b,a,b,10,18,b
355,1,20,6,b,a,0,1,11,e,b,3,d,f,1,85,r,31,f,1,0,a,5,a,1,b,a,18,f,a,b,0,0,a
356,15,16,10,b,a,0,2,7,d,b,0,c,e,1,29,e,13,f,3,0,a,3,b,1,b,a,3,j,a,b,5,9,b
357,5,12,10,a,a,0,2,6,d,b,16,e,a,0,49,r,8,i,0,5,b,3,b,1,b,a,14,g,a,b,15,12,b
358,1,3,6,a,a,0,2,6,e,b,2,d,a,2,79,r,13,i,3,2,a,0,a,3,b,a,10,f,a,d,15,12,b
359,8,9,1,b,a,0,5,8,a,b,17,d,f,1,47,r,11,f,1,0,a,6,b,3,b,a,5,f,a,b,10,9,a
360,4,17,5,a,a,0,1,2,e,b,17,d,a,0,75,j,12,g,0,11,a,3,a,1,b,a,20,f,a,b,15,3,b
361,1,13,5,c,a,0,0,17,e,b,0,c,f,0,46,i,6,a,0,1,a,6,a,1,b,a,3,b,a,b,5,18,b
362,1,6,1,c,b,0,4,3,e,b,0,c,a,1,72,i,7,a,3,0,b,3,a,3,b,b,12,b,a,b,10,9,b
363,10,3,1,b,b,1,2,10,e,b,5,c,f,3,58,i,16,c,3,0,b,5,b,1,b,b,5,j,a,b,5,0,b
364,1,13,10,a,a,0,2,13,e,b,21,c,h,0,85,b,12,c,0,0,a,6,a,1,b,a,8,b,a,b,15,15,b
365,4,16,0,a,a,0,2,5,e,b,21,d,g,1,38,k,9,g,1,1,a,6,a,3,b,a,17,f,a,d,10,6,b
366,8,0,0,c,a,0,0,9,c,b,10,c,f,1,38,i,16,c,1,0,b,5,a,1,b,a,2,j,a,b,5,9,b
367,1,21,10,b,b,0,1,2,e,b,0,d,c,1,97,j,16,f,2,0,b,0,b,1,b,b,11,f,a,b,10,18,b
368,4,4,10,a,a,0,2,13,e,b,23,a,f,2,96,a,22,c,2,7,a,5,a,1,b,a,12,b,a,b,15,18,b
369,7,18,10,a,a,0,5,13,e,b,17,c,a,1,81,i,11,c,1,4,a,2,b,1,b,a,10,a,a,b,5,18,b
370,3,16,1,b,a,0,4,17,e,b,5,d,b,1,24,m,8,f,2,5,a,1,a,1,b,a,11,h,a,b,5,15,b
371,6,7,6,b,a,0,4,6,a,b,0,d,f,0,21,r,7,f,2,0,a,4,a,1,b,a,3,f,a,d,10,3,a
372,8,17,10,a,b,0,0,4,e,b,11,d,h,1,44,k,7,f,1,5,b,0,a,3,b,b,16,h,a,b,5,15,b
373,4,11,10,a,b,0,0,4,e,b,17,a,b,0,84,b,14,a,0,0,a,6,a,2,b,a,10,a,c,b,15,15,b
374,1,4,10,a,a,0,3,9,d,b,14,c,f,2,29,i,10,c,4,2,a,5,a,2,b,a,8,b,a,b,15,18,b
375,4,1,10,a,a,0,0,4,e,b,0,c,f,0,99,b,11,a,0,9,a,5,a,3,b,a,13,a,a,b,5,18,b
376,1,17,10,c,b,0,1,8,e,b,22,e,f,0,85,m,10,i,0,8,a,5,a,1,b,b,15,h,a,b,15,18,b
377,14,2,5,a,a,0,1,15,e,b,20,c,f,1,56,i,7,b,4,2,b,6,b,1,b,a,4,a,a,b,15,15,b
378,6,19,1,c,b,0,2,6,e,b,15,c,a,1,74,b,8,a,2,0,a,5,a,1,b,b,4,b,a,b,5,9,b
379,4,17,5,b,a,0,0,8,a,b,13,d,c,0,74,r,9,f,0,0,a,2,a,1,b,a,1,f,a,b,15,18,a
380,4,14,6,a,a,0,4,7,e,b,16,d,f,3,78,n,11,i,3,6,b,3,a,1,b,a,13,f,a,b,15,18,b
381,2,21,1,a,a,0,4,13,e,b,14,c,f,1,82,a,12,c,3,6,a,6,b,1,b,a,9,j,a,b,0,6,b
382,1,17,6,a,a,0,0,14,a,b,0,d,f,0,86,j,9,i,0,1,b,3,a,3,b,a,4,h,a,d,10,0,a
383,5,5,1,a,a,0,3,10,e,b,24,c,h,0,51,i,12,c,0,3,a,6,a,1,b,a,9,j,a,b,10,9,b
384,14,8,1,a,a,0,0,8,e,b,0,c,f,1,50,b,11,c,2,3,b,3,a,1,b,a,7,b,a,b,5,12,b
385,1,18,6,a,b,0,1,4,d,b,12,d,f,3,96,m,6,i,3,10,a,6,b,1,b,b,14,h,a,b,0,18,b
386,4,8,10,a,a,0,1,2,a,b,7,c,f,0,11,b,9,a,0,4,a,4,a,1,b,a,12,b,a,b,15,12,a
387,1,4,1,a,a,0,2,16,e,b,19,c,a,1,44,b,7,a,2,2,a,5,a,1,b,a,6,b,a,b,5,3,b
388,1,10,10,a,a,0,1,12,a,b,15,d,a,0,39,r,9,g,2,1,a,3,a,1,b,a,11,f,a,b,10,9,a
389,5,14,10,a,a,0,6,5,e,b,17,c,a,0,65,b,7,a,0,0,b,0,a,2,b,a,5,b,a,b,10,18,b
390,2,17,6,a,a,0,3,10,a,b,20,c,f,1,51,a,14,f,3,1,a,3,a,1,b,a,4,b,a,b,10,12,a
391,4,14,1,a,a,0,3,8,e,b,18,c,f,1,54,i,13,c,1,0,b,6,b,1,b,a,2,j,a,b,5,12,b
392,4,14,10,a,a,0,2,13,e,b,21,d,h,1,86,k,8,g,2,2,a,1,a,1,b,a,8,f,a,b,5,15,b
393,6,19,1,c,b,1,1,15,e,d,16,d,a,1,54,k,7,i,1,0,a,4,a,1,b,b,12,f,a,b,15,0,a
394,10,18,6,a,b,0,6,5,c,b,21,d,f,1,38,r,6,i,3,6,b,4,a,1,b,b,14,f,a,b,10,18,a
395,1,18,5,c,a,0,1,4,d,a,15,c,f,1,35,i,7,a,1,0,b,3,a,1,b,a,13,b,b,b,5,12,b
396,3,17,1,a,a,0,1,5,c,b,10,d,a,1,71,m,11,g,1,3,b,3,a,3,b,a,7,f,a,b,5,3,b
397,7,0,0,b,a,0,0,17,c,b,1,c,f,0,74,i,9,b,1,0,a,3,a,1,b,a,2,b,b,b,5,18,a
398,9,22,6,e,a,0,2,18,d,b,7,c,f,0,7,i,14,c,0,9,b,6,a,1,b,a,14,j,a,b,10,15,b
399,2,9,10,a,a,0,1,0,e,b,20,d,b,1,25,r,11,i,2,9,b,5,a,3,b,a,2,h,a,b,5,3,a
400,1,2,0,b,a,0,1,0,e,b,23,c,f,1,53,i,14,a,1,0,a,5,a,1,b,a,9,j,a,b,15,9,b
401,2,20,6,a,a,0,2,7,e,d,2,d,b,1,67,k,15,i,1,7,a,5,a,2,b,a,12,l,a,d,10,0,b
402,3,6,5,a,a,0,1,14,c,b,18,d,f,1,23,k,10,i,2,1,b,3,b,1,b,a,2,f,a,a,10,9,b
403,1,0,6,a,a,0,0,7,e,b,22,e,f,1,56,k,8,i,1,0,b,5,b,1,b,a,10,f,a,a,5,6,b
404,2,21,1,a,a,0,6,11,a,b,5,c,f,1,73,i,19,c,1,2,a,4,b,1,b,a,13,j,a,b,15,18,a
